x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059
64,2.139022,0,0,2.5838711,0.84399617,1.9204065,0,0,0,0,0,3.0549898,0.101749584,0,1.782956,0.14249383,2.8824286,1.4920729,0,0,0.71842676,0.71502495,0,2.4127011,0,0,4.4967246,0,0,0.71277696,2.714052,0,0,0,0,0.486926,2.155764,0.31608656,0,0.41396224,0,0,0,0.18981734,0,0,0,0,0,0,0,1.4289528,0.76509744,0,0,0,0.068744995,0.28825763,0,0
65,0,2.347694,0,0,0.7897146,0.97597355,0.51576227,5.920538,0.6279078,0,0,0.8750881,0,0,0,0,0,0,0,0,0,0,0.6918328,0,2.8700306,0.8835694,4.764297,0.51284647,0,1.3732933,0,0.22594817,6.4223475,3.637814,0,0,0.8377606,0.7399657,0,0.30786106,1.3862407,0,0,1.6547302,3.3964362,0.1551041,0,1.1927493,3.6343822,0,2.8645966,0,0,0.90582466,0,2.244613,0,0,0,0
66,0,0,1.1944884,0,0,0,0,1.1046481,0,0.4447264,2.194041,0.8979147,0,0,1.186992,0,0,0.17051892,0.059971996,0,0.08463116,0,0,0,0,2.4096603,0,0,0,0,0,0.8201143,0,0.85091716,0,0,0,0,1.442869,0,0,0,0,1.3403867,0,0.24367245,1.1998836,0,0,0,1.0698423,0,0,1.4856493,0,0.96205443,0,0,2.3656163,0
67,0,0,1.6101289,0,0.58082426,2.1522963,0,1.0367389,0.32363465,0.94224536,0.703359,0,2.0851495,0.37146315,0,0,1.8568691,0.14748901,1.1996012,0.7569005,0.46482974,0,0,0,0.6695136,2.4747367,0.18994331,0,1.7197425,2.0403843,0.041921526,0,7.6247826,0,2.5047815,0,1.0102156,0,0,0.10368026,1.4939368,1.8565515,5.627785,0,0,0.99175787,0,0,0,0,0.6958597,0,0,0,0,0,0.46155283,0.14382607,0,0
68,1.3182917,1.1651976,0.20642668,12.252032,1.003824,2.3359222,0,0,0,0,0,0.40898725,0,0,1.4031928,0,0,0.86855376,0,2.0493107,0,0.22381915,0,1.4659826,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1085293,0,0,0,0.8352201,2.2230122,0.015743805,0,0.051560994,0,0.11997427,0,0,0,0,0,0,0,1.7184712,0,1.1925409,0.5573959,0.66533256
69,0.9039264,1.4523143,0.86322695,0,1.4248013,0,0,0,0.3846106,0.05023418,0,0,0.94868195,0,1.1515962,1.3277583,0,0,1.2830324,0,0.194697,0,0,0,0,0.40152845,0,2.169397,0,0,1.1828078,0.86529785,0,0,0,0.9989223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1256423,0.79629153,0,0,0,0,0,0,1.8211229
70,0.35284948,0,1.3323299,0,0,2.766493,3.5508716,0,0.012893999,0,0,0,0.011967975,0,1.4095647,0.023255285,0,0.006416382,0,1.6393914,0,2.006965,0,0,0,0,0,0,0,1.9831392,4.984672,0.13230036,0,0,3.5050066,0,1.5013835,1.6268915,0,0,0.69689053,1.3189296,1.9437217,0,4.939513,0,0,0,0.95695335,0,2.0345626,1.7379109,1.5045065,0,0.88953584,0,0.5028539,0,0,0
71,0.91596156,0,0,0,0.8294838,1.0392214,0,0,0.36849627,0,0,1.6720768,0,0,0,0,0,0,1.8433206,0.5928866,0,0,0,0,0,2.4517004,0,0.96192133,0.54344195,3.9065022,0,0.6153269,0,0.88360494,0.9349126,0,0,0.6870619,0,0.689035,0.5411261,1.7247496,5.5309963,0.9347248,1.1806378,0,0.47966427,0.74170744,0.11707273,1.0780047,0,4.0344176,1.4095315,2.3349051,0,3.5418706,0,0,0,0.5681306
72,1.1753858,0,0,1.9682227,0,0,0,1.7992439,0,0,0,0.21545428,0,0.27071166,0.096208364,0,1.5312933,0,0,0,0,0,0,0,0,0,0,1.6159867,0,0,0,0.58716536,0,1.7578,0,1.9456911,4.021965,0,0,1.8049309,0.25564486,0.25370485,0,0.70553124,1.8683237,0.5981085,0,0,0.38808143,0.2919185,0,6.592982,0,0,0,0.11381975,0,1.0826063,0,0
73,0,0,0.50660723,3.616895,1.9547702,0.773584,0.97494423,0,0,0,0,0,0,0,0.13212997,0,0,0,0.19180514,0,1.6774716,0,0,1.2785068,0.7418746,0,0,0.45707935,0,0,1.9063473,0,0,0,5.0427337,3.575933,1.510967,0,0,0,0,0,0,0,1.822339,0,0,0,1.5468994,0,0,0,0.0865368,0,0,0,0,0,0.5417373,0
74,2.5202825,0,0.39560166,0.6863205,1.0282763,0,0,0.9252661,0,0,0,0.267174,0.6320528,0.46129078,0.6086975,0,0,0,0,0,0.028832415,0.34842473,0,0,0.10281359,0.22520187,9.57802,0,0,0.878874,0,0,0,2.3595111,0.68729854,0,2.7247744,3.4510934,4.357529,0,0.9412513,0,0,2.8578584,0,0,0,2.5774791,0.3344435,0.8859146,0,8.09637,0,0.1605556,1.0023067,0,0,0.40251023,0.5638064,0
75,0,0.101597846,0,0,1.5677565,0.15317136,0,0,0,0.73392045,0,1.3055564,1.2010819,0.36984363,0,0,0,0,0,1.1868368,0,1.063516,0,0,0.029991223,3.8438416,0,0,0,0,0,0,1.9116844,0,0,0,0,0.040583096,0,0.115214616,0,0,0,0,0.62606186,0.093459494,0.76540357,0,0,0,0,3.6712031,0,0,0,0,0,0.7744325,0.6458814,0
76,0,0.30785203,0.18830998,0,0,0,0.87951297,0.75838244,0.1588481,0,0,0,0,0.40363398,0,0.8730928,0.00841878,3.6917915,0.075355254,0,0,1.1272975,0,0,0,0,4.3821363,0,0,0,0,0,0,1.2323315,0,0.46934703,0.016307577,1.4631566,0,3.5747783,0,0,2.8901458,0,0,1.1112043,0.23892675,0,0.26789677,0,2.5676596,0.66218925,0,0.3394574,0,0.44746485,0,0,0,0
77,0,0.110464856,0,0,0,0,0,0,0,0,0.919004,0,0,3.3821774,0,0,0.93558,0,1.0481151,0,0.5048447,0.32487965,1.2703471,1.1684283,0.8472479,0,0,0,0,0,0,0,8.5970545,0,0,0,0,0,0.8547435,0.6379155,1.1918483,0.108042724,0,0.8092153,4.2792096,0.5645816,0,0,0.49151787,0,0,0,0.552983,0.37173527,1.4443486,0,0.47937274,1.2814395,0,0
78,0,0,0,0,0,0,0,0.7001029,0,1.5644624,1.898111,0,0,0.8432631,0,0,1.3042048,1.0898683,0,0,0,0,0,1.7409338,0,0,0,0.6838409,0,0,8.879463,0,0,0,0.8037876,0,5.1363482,0,0,1.7346442,0.06335064,0,0.13175151,0,0,0,0.19731224,0,0,0,0,1.8605485,0,0,0,0,0.26744178,0,0,1.1393478
79,0,0,1.5715944,11.884133,0,0,1.3159605,0,1.5729771,0,1.118269,0,0,0.2287852,0.8593295,0,0,0,0,0,0.35208258,0,0.46044123,0,0,0,0,0,0.9894194,1.2559466,0,0.109491885,0,0,1.5170244,0,0,0.13492408,0.01016331,0,0,2.1124785,0,0,0,0,0.058466133,0,0,0,0,0,0,2.9371707,0,6.6183076,0,0.13710578,0.78782296,0.72347695
80,2.911488,0,0,0.9190143,0,0.3827466,0,0,0,0,0.49137118,0,1.7100478,1.0257066,2.4808562,0,0,0,0,0.68729395,0,0.63336545,1.8726326,0,0,0.26027435,0,0,0.99620366,0,0,0.9117909,12.529937,0,0,0.64131397,3.5876951,0,0,0,0.40307644,0,0,0,0,0.5099496,1.4300164,0,0,3.960523,0,0,1.5808438,0.9369849,0,0,0,0,0,0
81,0,0,0,0,0.5806352,0,1.0016916,2.32236,1.417228,0.67953354,0,0.88616437,0,0.5485319,0,0,0,1.6710567,0,0.19837421,0,0,1.1510934,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8959764,0,1.2327514,0,0.9067386,0,0,2.2396514,0,0,0,1.0778497,0.6879707,0,0,0,2.8983684,0,0,0.14903124,3.1115186,0.20633715,0,0
82,0.22780018,0,0,0,0,0,1.3438463,0.760888,0.8190099,0.22675894,0.059663884,0.07991702,0,0,0.27237144,1.9046196,0,0.79656076,0.39890048,0,0,0.85421515,1.2300212,0,1.6505386,0,0,0,0,0,2.9685006,0,0,0.71854454,0,0,0,0,0.2341067,0,0.25194803,0,0,0,0,0,0.28129694,0,0,0,0,0,0.6898826,0,0.7184604,0,0.1797845,0,0.8364378,0
83,0,0,0,0,0,0,0,3.1231925,0.44834405,0.61322194,0,1.6598606,0.5072498,0,0,0.7926175,0,0,0,0.83439326,0,0,0.018898701,0,0,0.93021435,0.95308703,0.2180322,0,0,0,0,6.9224644,0.2058244,0,1.6410571,0.9003835,0.21837528,3.299425,0,0,0,3.5882041,1.2630281,1.5675619,0,0.73318565,0,0,0,4.192843,0,3.7554245,0.5911061,0,3.4013877,0,0,0,0
84,0,0.048991304,0,0,0,2.8322484,0,0,0,1.1195934,1.1524796,1.6766253,1.0472883,0,0,0,0,2.496982,0,0,0,0,0,0,0,1.9842209,0,0.40884244,1.2904974,0,0,0,0,2.1252625,0,0,0,0,0,0,0,0,0,1.4349679,0,0,0,0,0,0,0.3610136,2.2573314,0,1.6479782,2.1931844,2.3928802,0,0,0,1.6154329
85,0.08189648,0,0,0,0,0,0,0,0.2570888,0,0.6590891,0,0.021509578,2.4438353,0,0.47066915,0,0,0.040286772,0,1.561656,1.7483085,0,0.40448347,0,0.10652086,2.6691008,0.5972147,0,0,0,1.0259191,0,0,5.8006105,0,0,0,0,0.4992366,1.3081076,0,0,0,0,0,0,0,0,1.786081,0,0,1.2123153,0,0,0,0.49223545,0,0,0.33907548
86,3.1781633,0,0,0,0,0,0,0,0,1.1156871,0,0,0,0,0,1.2837079,3.0354338,0,2.9669666,0,0,0,1.7076602,0,0,0,0,0,0,2.3836226,0,0,0,0,0,2.9143212,0,0,0,2.0524728,0,2.2014623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4250259
87,0,0,0,0,0,0,0,0,1.0538467,0.5599954,0,0,0,0,0,0,0,0,0,1.5700203,0,0,0,0,0.75476587,0,0,0,0,1.6691911,0,0,0,0,2.7047412,0.5040661,3.0981543,0,0,0,0,0,2.354528,1.1565627,0,0,0,1.2993634,0,0,0,1.1497389,0,0,0.058905493,0,1.6845868,0.1297622,0.28878826,0.2552356
88,0,0,0,0,1.2389312,1.7300162,0,0,0,0,0,0.63443047,0,0.30948555,0.013328892,0,0.5838708,0,0.06929413,0.5974324,1.8650408,0,0,0.16269562,0.34501442,0,0,0,0,3.7302804,0,1.2677482,2.9751332,0,0,0,0,0,0.15357614,0.20284677,0,0,0,0,0,1.4517012,0,0,0,2.4354305,1.1371742,3.958484,1.8871332,0.19666919,0,0,0,0,0,1.1488291
89,0,0,0,0,0.048885018,0,0,2.7179272,0,0,1.9684151,0.06302245,0,1.4508861,0,0,0.72050357,0,0,0,0,0.1435395,0,1.1777444,0,0,0,1.7981707,0.43734005,0,0,1.1388611,0,0,2.995047,2.8387911,0,0.2514536,0,1.4577866,1.1874142,0.10005951,0,0,0.81285596,0.047727566,0.89239115,0,0,0,0,0,1.0865197,0.5638532,0,2.2200966,0,0,0,0
90,0,3.82045,0.9863546,2.6557045,0.7234286,0.07531621,0,0,0.6437316,0,0,0.47307858,0,0.8941052,0,0,0.23557906,0.31620783,0.14770383,0,0,0.06014932,0,0,0,3.0807695,6.2006044,0,0.91379005,0,0,0.97445333,7.4422145,1.7774465,0.4666841,0.65817577,2.6970627,0,0,0,0,0,0,0,2.2904758,0,0,0.7157435,0,1.1320852,0.34883615,0,2.1277733,0,0,0,0,0,0.92301303,0.47053185
91,0,0,0,0,1.3708876,1.551396,1.2549989,2.0286822,0,0,0.71666384,0.3727951,0,0,0.7802607,0.0168024,0,0,0,0,0.7639504,0,0.6590138,0,0,0.9843146,4.3889513,0,1.4668527,5.599826,1.5998114,0,0,0,1.5822177,0.5112335,0,1.6515504,0,0,0,0,7.957053,0,0,0,0,0,1.773742,0.71437454,0.9966978,0,0,0,0.5184101,1.0948563,0.1235216,0.7254785,1.0131202,0
92,0,0,0,0,0,0,0,0,0.037082423,0,0,0,0.031471558,0,0.35974234,0,0,0.49917066,0.41623226,1.0962623,0,0,0,0,0,0,0,0.76738524,2.2164736,0,0,2.0291023,0,0,0,0.4477978,2.7494075,0.7121378,1.2072392,0.43746546,0,0,0,0,0.2534341,0,0.13895597,1.9642383,0,1.0111371,1.0708973,0,0,0.021111563,1.7932621,0,0,0,0,0
93,0.2843832,2.6236775,0.9553276,1.6739417,0.09868745,0.18419799,0,1.1270505,0,0,0,1.4071822,0.5790304,0,0,0,0,0,0.45433313,0,0,1.5066365,0,1.2168765,0,0.17979667,0,0,0,0.8041514,9.641178,0,1.0452678,0.81938535,0,0,3.2655792,0.10664466,0.48814172,0,0.09376602,0,0,1.0387721,6.071881,0,0.7192752,0.16268629,1.4108111,0,6.913465,0,0,0,0,0,0,0,0.5285992,0.12207009
94,1.2532579,0,0,0,0.4096058,0.3864635,0,0.5438126,0.97694755,0,0.3186268,0,0,1.4810022,0,0,0,0,1.8713311,0,0,0,0.332386,0.4643547,0,0,0.74796253,0.32095596,1.6859004,2.9845827,0,0,0,0,0,0,0,0,0,0,0.16485363,1.9923224,0,0.6285781,1.3582102,0,0,0,0,0,0,1.6379985,0.42873958,0.7136074,1.8592778,0,0.5139553,0,2.171083,0
95,0,0,0.6960879,0,1.1032407,0,0,0.77269536,0,0,0,1.165496,0.056167614,0,0,0,0,1.8662341,0,1.2290406,0.19719827,0,0,0,0.6586818,0.84761506,0,0.870582,0,0,1.1596149,1.2454405,0,0.4970759,0,0,2.2983496,0.5488095,1.6518257,0,0,0.3069275,0,0,1.8383464,0,0.8152902,0,0,0,1.0960852,0,0.49935654,0.8790381,0,0.035297073,0,0.5836287,0.21450685,0
96,0.8315331,0,5.2339096,0.59062123,0,0,2.3133113,0,0,0,1.3235093,0,1.5517026,0,0.55601126,0.08271207,0.211488,1.1395913,1.9112568,0.58685976,0.05157513,0.49378988,0.6530073,0.27788264,0.4231459,0,0,0,0,0,0.32158944,0.8154699,0,0,1.7771534,0,0,0,0,0,0,0.5370399,0,0,0,1.2366692,0,0,0,0.3960046,0,0,0,0,0.91262084,0,0.049520455,1.3776135,0,0
97,0,0,0,2.6691236,0,1.4036531,0,0,0.09491943,2.2576423,0,0,0.023696898,0,0,2.7928221,0,2.802396,1.5092094,1.524679,2.161467,0.25424075,0,1.1391078,0,0.4774197,0,0,2.5931523,0,0,0,0,0,7.5781517,0,0,0,0,0,0,1.0036824,6.3164206,0,0.34284025,0.43669766,0,0,1.8660066,0,0,0,0.6013078,0,0,0,1.8889476,0,0,0
98,0,0,0,0,0,0.13582768,0,0,0,0,1.8020856,0,0.29720107,0,0.11272102,0,0,0,2.0339837,0,0,0.9188386,0,0,0,0,0,1.322857,0,0,0,0,0,0,0.16329649,0,0,0,0,0.1105554,0.6502205,0.070037685,2.93022,0,0,0,0.7945581,0.78428465,0,0,0,3.3970435,0.09574252,0,1.1485846,0,0,0,0,1.7178686
99,0,0,0,0,0,1.1531552,1.437057,0,0.12438093,1.2501383,0,0,2.4400196,0.91657716,0,0,1.0320997,0,0,0,0,0.23173505,0.3000899,0,0,1.142372,0,0,0.29765928,0.08208088,0,0,0,0,0,0.5741801,0,0,0,0.6432318,0.14872608,1.4066954,0,0,0,0,0.6782281,0,1.5239319,0,0,0,2.6583219,2.5980718,0,0.9122687,0,0,0,0
100,0,0.7412252,1.4123349,0,0.04853502,0,0,0,0,2.189066,0,0.82013863,0.20298466,0,2.0224137,0,0.5179649,0,0,0,0.1032139,0,0.3080919,0.92548925,4.000777,3.8596494,0,0.7241807,0.010330617,0.16206618,4.337349,0,0,1.0180947,0,0,0.8214826,0,0,0,0.9047096,0,7.898106,0,0,1.0522121,0.13924989,0,0.16720493,0.16559154,0,2.2243025,0,0,0,1.3071082,0,0.06395892,1.1076968,0
101,0,1.2618312,0,0,2.7684987,0,1.2374856,0,0,0,0,0,1.7881855,0,0,0.06487501,0,0,0,0,0,0,0,0,3.4323344,0,4.623273,0.9886919,0,0,0,0,0,0.17422675,0,0.47022006,0,0,0,0,0.057478942,0,1.7272669,1.4747496,4.331001,0,1.1350478,2.1179733,0,0.88268894,2.6457691,8.198881,0,0.71665037,0.70237535,2.5908473,0.062053107,3.4721632,0,0
102,0.13805954,0.11546114,0,0,0,0,0,0.33259028,0.50106287,0,0,0.042209774,0.08199308,0.19911392,0,0,0,1.310165,0,0.6209708,0,0,0.7223952,0.21385363,0,0,6.709676,0,0,0.9260079,0,0,0.089055434,0,0,0.7370197,0,1.574986,0.72452515,0,0.7026857,0,0,0.85706764,0,0.23629066,0,1.1960661,1.4379196,0,0,0,5.599983,1.3015708,1.4938335,0,1.4711373,1.1620016,0,0.66744393
103,0,0.6789568,0,0,2.863777,0,0,0,0,1.0517768,0.010704137,0,0,0.78639513,0,0,2.211499,0,0,0,0,0,0,0,1.9476496,0.8047901,0,1.1124877,0.7742533,1.389722,0,0,0,0,1.5183929,0.7880303,0,1.4623979,0,0,0,0,0,0.84301126,0,0.8191457,0,0.25354674,0.20538604,0,0,0,0.9513239,0,0.26058698,0,0,0,1.5540965,0
104,0.09859826,0.1685365,0,0,0.709821,0,0,1.0496063,0,0,0,1.0223986,0,2.2081456,0,0,1.134162,0,2.097534,0,0,0.18692634,0.48799235,0.9930454,0,2.675526,0,0,0,2.704323,0,0,0,1.1667284,0,0.067854136,0,2.203646,0.14244367,0,0.6913268,0,0,1.2676336,0,0,0,0,1.0845,0,0,0,0,0,0.38532385,1.4780854,0.5725288,1.3802078,0,0
105,0,0,0,0,0.2447801,0,0,0.55910546,0,0,0,0.21326917,0.64654696,0,0,0,0.49011633,0,0,0,0.34964263,0,1.3505087,1.3180683,0.7538299,5.1952014,2.9156823,0,0,0,0,1.0483818,6.7503777,3.5932388,0,0.5963266,2.69508,0,3.0985658,0,0.30659714,0,0,1.0111936,2.5659988,0,0,0.0616522,0,1.9956667,0.27532208,0,0,0,0,0,0,0,0,0
106,0.2774332,0,0,0,0,0,0.57713735,0,0,0,0.052460585,0,1.4005371,0,2.3119016,0,0,1.051749,0,0,0,1.1902792,0.17168076,0.99042284,0,0,0,0,0,0,0,0,0,0,0.8562046,0,0,0.99825674,0,0.6984974,0,0,5.6844916,0,0,0.66915846,0,0,0,0,4.8197565,0,0,0,0,0,0,2.586464,1.0306787,0
107,0,0,0,0,0,0,0,0,2.9288962,0,0.8868379,0,0,0.08408402,0.48012882,2.3493078,0,0.2344857,0,0,1.9261047,0,0,0,4.635606,0.24093343,2.9886243,0,0.24281347,0,2.1735213,0,0,0.21007554,0,0.8684295,4.5875626,0,0,1.5056044,0,1.2216254,0,0,0,0,0,0,0,0,2.9426289,0,3.237631,0.23473513,0,0,0,0,0.09476887,0
108,0.5149222,2.5346467,2.4951787,0.46490562,0,0.5689478,0,0,0,0,0,0.7746918,0,0,0,0,0.28022152,2.0610602,0.40835172,0,0.055208422,0,0,0,0,2.1862063,0,0,0,0,4.1436777,0,0,0,0,0,0,1.515306,3.1591122,0,0,0,0,1.8211792,6.0224977,0,0.07516712,0,0,0.029931221,0,0,1.7191269,0.3488058,1.9670842,1.5898606,0,0,0.69522303,0.6357955
109,0,0,0.8309249,11.310498,0.58477426,0,1.6906391,0,0,1.5218736,0,0.76230705,0,0,1.6186694,0.15032463,0,0,0,0.8834757,0,0,0.020415295,0.85531986,0.6474615,0.53306174,0,0,0.99889404,0,0,1.184403,0,0.28145206,0.89262384,0.73220444,4.337943,0,0.19521204,0.43552113,0.36069688,0.92191184,0,0,0.06153529,0.18844222,0.18919614,0,0.4908698,0,0,1.2710215,0,0,0,0,1.6212997,0,1.4346551,0.019882387
110,0.8768156,0,0,0,0,0,0,0.10831113,0,2.7772973,0,0.028637988,0,0,0,0.9755406,0,0.51412636,1.3636996,0.7214801,0.84539425,0,0,0.8998913,0.54099566,0,0.82572985,0,0,0,0.5792591,0,3.3924472,0,0,0.22211163,1.4442055,0.8411413,2.1139033,0,1.432875,1.0162964,0,0,0,0,0.7310266,0.8737172,0,0,3.838518,0,0,0.30860123,0.8746937,0,0.3216664,0,0,0
111,0,0.8114466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12487162,1.313879,1.795957,0,0.46214136,0.21458302,0,0.497905,0,0,3.1578557,0.384751,0,0,2.8804755,0,0,0.540447,1.9573056,1.4486915,0,0,2.6146717,0.36423767,0,0,0,0,5.0037403,1.0867611,0,0,0,1.2276455,0,0.27067778,1.8409219,0,0,0,0.43980342,0.38114545,0.023227327,0
112,0.5711002,0.8215191,0,7.1607265,0,0.43020883,2.169109,0,1.6932855,0,0.15282421,0,0,1.278185,0,0.5638346,0,0,0.07882921,0,1.0685492,0,0,0,0,0,2.8538325,1.8347543,0,9.647194,0,0.7826603,5.3036757,0,3.6641324,0,2.2787418,1.8422859,0.52488905,0.09440925,0,0,0,1.340779,0,2.6632204,0,1.2202543,0,0,1.9773715,2.2587705,0,0,0,0,0.5301617,0.8078917,0,0.6556278
113,1.2099416,0,1.7463676,0,0,0,0,0,0,0,1.052923,0.545076,0,0,0,0,1.0731221,0,0,0,0.65360016,0,0,0.21538293,0.27834213,0,14.517881,1.3054982,1.2411598,0,0,0,0,0,0,0,0,1.0656804,2.0127738,0.86767817,0.18306662,0,0,0.349008,6.540759,1.5176507,0,0,2.5467577,0,0,3.2146606,0,1.2986236,1.3378867,0,0,0,0,0.27835247
114,0,0,0.78965485,0,0.08651972,3.0686283,0.3734383,1.2489504,0,0,0.03747024,0.54909396,0,1.8616512,0.38385862,0,1.196261,0,0,1.3247957,1.1132644,0,0,0.84689856,1.6114645,0,0,0.64120483,1.3239235,0,0,1.0857018,0.92349225,0,0,0,0,0,0,0,0,0,0,0,0,0.029177688,0.0883476,0.5544984,0,0,0,3.0508642,2.658873,0,1.1159576,0,0,0,0,1.3326693
115,0,0,1.1387578,0,0,0,2.5968966,0,0,0,1.3542911,0,1.1565038,1.2326185,0,0.4167255,0,0,0,0,0.09112228,4.404549,0,0.21727249,0,0,18.524197,0,0,0,0,1.3357087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9218286,0.17883185,0,0,0,0,0,0,0,0.26248863,2.0857048,0,0,0,0.44447348
116,3.5320418,0,0.8409145,0,0,0,0,0,0,0.23814355,0.3365729,0,0.38738838,0,0.58484304,0,0,0,2.4829624,2.4107904,0,1.7829391,0,0,1.1957015,1.5028037,0,2.3010907,1.2392548,0,0,0,0,0,3.8794327,0,0,0,0,0,0,0,5.885929,0,0,0.8009725,0,0,1.0857887,0,0,0.5449749,0,0,0,0,0,0,0,0
117,0,0.41529098,0,0,0,0,0,0.8554436,0,0.10975268,0,0,0,0,0,2.3407998,0,2.42811,0,1.973153,0,0.0682782,2.955289,0.11179935,0,0,0,0,0,0,4.0878043,1.1558589,5.975222,0,0,0.93826324,0,0.1645872,0,1.7916827,0,0.6812579,2.763526,0.9387658,4.832502,0.19812852,0,0,0.02039329,0.95592576,0,1.6975065,1.3466077,0,0,1.7146949,2.082964,1.2848911,0.76337487,0.45677122
118,0,0,0,0,0,0,2.0560472,0.27444386,0.08565021,0.09396885,0,2.3297975,0,0.9667795,0,0,0,0,0,0,0,1.7139108,0,0,1.2095516,0,0,0,0,0,2.786644,0,1.2033757,0,2.9939334,0,0,0.026350828,0,0,1.4698812,0,0,0,0,0,0,1.2608931,0,0.7575886,2.1336274,0,1.1470509,0,0,0,0,0.00795209,2.0559618,1.3967001
119,0,0.6154676,1.0311599,0.75303936,1.2814713,1.8602493,0.43531427,0,0,0,0,0.6445531,0,0,0.3611021,0.073505804,0,0,1.3711174,0,0,0,0.2147553,0,0,0,3.453785,1.5871446,1.6454114,3.2419107,3.0325978,0.22130832,0,0.54736006,0,0,0,1.1955439,0,0,0,0,0,0,0,0,2.4045894,0.41603655,1.511936,0,0,0,0,0.5642491,2.280527,1.0557351,0,0.6687701,0,0.52424604
120,0,0,0,2.4863071,0.7428862,0,0,0.7271226,1.8988171,0.85932165,0,0,0.08926428,1.273528,2.8039122,0,0,0,0,2.0844278,1.5924017,0,0,0,3.045067,0,0,0,0,0,0.9574284,0,0,1.7293382,2.4385083,2.489919,0,0.78569955,0.007141537,0.5879263,0,0,0.26649466,0,0,0,0,0,0,0,0,0,0,0,0.83431476,1.0298373,0.48235613,0,0,0
121,0,0,0.09475433,0,0,0,2.026542,0.7517301,0,0,0,0,0,0.8181493,0,0,0,3.4640696,0,0,0.4006448,1.1369547,1.1579723,0.09122761,0,0.020698352,0,0.8344339,0,3.0175514,0,0,0,0.24980916,0,0,1.268391,1.1421845,0,0.6317385,1.2057574,0.044846673,0,1.1919245,0,1.1987727,0,0.08355524,2.0313504,0,0,0,0,0,1.4272788,0,0.6607591,2.4669025,1.8498565,1.1734807
122,2.3355272,1.9741814,0,0,0.95205724,0.07592666,0,0,0.98918045,0,0,2.0804737,0,0,0,0,0,0.24882127,1.2159988,0,0,0,0.61421704,0.4877769,0,0,19.875412,0,0,0,0,0,0,0.71036226,0,0.413074,3.9365878,0,1.1928201,0,0,0,1.8456974,2.0719244,0,0,1.4384335,1.008725,0,0.13594225,0,2.2612371,0,0,0,1.630413,1.78436,0,0.3150482,0
123,0,0,0,5.9735346,0,0,0,0,0.8345887,0,0.6899763,0,2.2929208,0,0.5687202,0.85657024,0,0,0,0,0.8021941,1.7463443,0.27480954,0,0,2.4145947,0,0,0.9195958,0,0,0,0,0,5.5682635,0,0,0,0,0.6861068,0,1.0231411,0,0,0,1.1911826,0.7103707,0,0,2.3066006,3.8131516,2.0250523,0.010526621,0,0.28132856,0.87811536,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0.11450066,0,0.68281305,1.9415725,0,1.3928275,0,0,0,0,0,0.7141933,0.42517096,1.8977003,0,2.03124,0,0,0.71457,0,0,0.63687223,0,0,0,0,10.600011,1.1854782,0,0.46354246,0,0.8439691,2.1216233,0,1.6999358,0,1.518417,0,0.2907666,0,0,3.6578069,0,0,0,0,0.45217443,0,0,0
125,0,0,2.4848561,0,0,0,3.053237,0.18483646,0.34412962,0,0,0,0,0.18730631,0.055450466,0,0,0,0,0.54949677,0,0,0.7128553,0,0,0.06493952,0,0,0,2.9929156,5.7741055,0,1.9818285,0,0,0.88139534,0,0,0,0.3433959,0,0,11.959428,0,0,0,0.8675619,0,1.2459345,1.0658767,6.5505667,0,0,1.9277272,0,0,0,0,0,0
126,0,0,0,0,0,2.459535,0,0,0.43831086,0,1.4468479,0,0,0,1.0557758,0,0.8205978,0,0,0,0.73106664,2.6284654,1.9090073,0,0.39502892,0,0,0,0,0,0.7632005,0.4666219,9.187752,0,0,0,0,1.2085916,0,1.6730005,0.49190938,0,0,0,1.5234531,0.67425174,0,0,0,0.11158738,0,0,0,1.1294804,0,1.9078138,0,0,0,0
127,0,1.0688152,0,2.3678694,0,0,0,0,0.65530705,0,0,0,0,0,0,0.22875431,2.3630366,0,1.0277148,0,0.24105144,0,0,0,0,0,0,0,0,1.9796836,0,0,0,0,4.106048,1.5159907,0,1.6386485,0,0,0.06484061,0,0.0042922,0,0,0.25590903,0,0,0,0.58527577,0,0,0,5.0364103,0,0,1.0530462,0,1.1579301,0
